Marque,Série,Modèle extérieur,Type,URL du document officiel ou portail,Type de document,Couverture confirmée,Niveau de confiance,Statut Deep Research,Anomalie ou limite,Source technique ENERGY STAR
Kenmore,LX SERIES,XH636E2S11*,central,https://www.shareddocs.com/hvac/,Bibliothèque documentaire OEM Carrier/ICP,Familles D5C/LX; marque privée à confirmer,Faible,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kenmore,LX SERIES,XH648E2S11*,central,https://www.shareddocs.com/hvac/,Bibliothèque documentaire OEM Carrier/ICP,Familles D5C/LX; marque privée à confirmer,Faible,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kenmore,LX SERIES,XH660E2S11*,central,https://www.shareddocs.com/hvac/,Bibliothèque documentaire OEM Carrier/ICP,Familles D5C/LX; marque privée à confirmer,Faible,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kenmore,LX SERIES,XH936E2C11,central,https://www.shareddocs.com/hvac/,Bibliothèque documentaire OEM Carrier/ICP,Familles D5C/LX; marque privée à confirmer,Faible,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kenmore,LX SERIES,XH960E2C11,central,https://www.shareddocs.com/hvac/,Bibliothèque documentaire OEM Carrier/ICP,Familles D5C/LX; marque privée à confirmer,Faible,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kerr Kapstone,A Series,A-KX12P18SA-1,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kerr Kapstone,A Series,A-KX12P24SA-1,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kerr Kapstone,A Series,A-KX12P30SA-1,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kerr Kapstone,A Series,A-KX12P36SA-1,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kerr Kapstone,A Series,A-KX12P48SA-1,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kerr Kapstone,A Series,A-KX12P60SA-1,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kerr Kapstone,A-KZP Series,A-KZP15SA-1,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kerr Kapstone,A-KZP Series,A-KZP24SA-1,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
KERR,A Series,A-KXP60SA-1,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
KERR,A-ZKP Series,A-ZKP06SA-1,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
KERR,A-ZKP Series,A-ZKP09SA-1,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
KERR,A-ZKP Series,A-ZKP12SA-1,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
KERR,A-ZKP Series,A-ZKP15SA-1,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
KERR,A-ZKP Series,A-ZKP18SA-1,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
KERR,A-ZKP Series,A-ZKP24SA-1,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,360°air discharge cassette unit,KW12XQ29S1DO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,ALL MATCH,KW18XQ25S1DO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,ALL MATCH,KW18XQ29S1DO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,All-match,KW24XQ29S1DO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,Charmo,KW12HQ19CAO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,Charmo,KW12XQ19CDO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,Clivia,KW12XQ25SDO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,Console,KW12XQ29S1DO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,DC inverter rooftop unit,KH05TCNHA,central,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Kinghome,Ducted,KW12XQ29S1DO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,Floor ceiling,KW12XQ29S1DO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,Free match | M-Series,KM60X6O,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,Glovia,KWP09R32C3O,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,Glovia,KWP12R32C3O,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,One-way air discharge cassette unit,KW12XQ29S1DO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,POLARIS,KWP18R32C3O,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,POLARIS,KWP24R32C3O,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Kinghome,Ultra Heat GMV6 Mini,KUV-36UHO,ductless,https://kinghomecanada.com/,Portail fabricant Canada,Marque; sélectionner la gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Lennox,4-Way Cassette (WindFree™) DLX,MMPD036S6S-1P,ductless,https://www.lennox.com/dA/4c7b25a116/sbmtl_mmpd036s6s-1p_mmd036s6-1p_2501.pdf,Submittal PDF fabricant,MMPD036 exact; famille MMPD,Élevée,Document officiel trouvé et examiné,Référence Lennox légitime; plateforme/documentation apparentée à Samsung.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Lennox,4-Way Cassette (WindFree™) DLX,MMPD048S6S-1P,ductless,https://www.lennox.com/dA/4c7b25a116/sbmtl_mmpd036s6s-1p_mmd036s6-1p_2501.pdf,Submittal PDF fabricant,MMPD036 exact; famille MMPD,Élevée,Document officiel trouvé et examiné,Référence Lennox légitime; plateforme/documentation apparentée à Samsung.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Lennox,4-Way Cassette (WindFree™) Maxheat,MMLD036S6S-1P,ductless,https://www.lennox.com/dA/2d38d38e7c/ehb_mmld_single_outdoor_2503.pdf,Fiche technique PDF fabricant,Série MMLD,Élevée,Document officiel trouvé et examiné,Référence Lennox légitime; plateforme/documentation apparentée à Samsung.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Lennox,4-Way Cassette (WindFree™) Maxheat,MMLD048S6S-1P,ductless,https://www.lennox.com/dA/2d38d38e7c/ehb_mmld_single_outdoor_2503.pdf,Fiche technique PDF fabricant,Série MMLD,Élevée,Document officiel trouvé et examiné,Référence Lennox légitime; plateforme/documentation apparentée à Samsung.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Lennox,DAVE LENNOX SIGNATURE SL22KLV SERIES,SL22KLV-036-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/sl22klv,Page fabricant avec brochures,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,EL18KSLV Series | Elite EL18KSLV Series,EL18KSLV-060-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/el18kslv,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,EL18KSLV Series,EL18KSLV-024-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/el18kslv,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,EL18KSLV Series,EL18KSLV-036-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/el18kslv,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,EL18KSLV Series,EL18KSLV-060-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/el18kslv,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,ELITE EL16KP1 Series | Elite EL16KP1 SERIES,EL16KP1-024-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/el16kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,ELITE EL16KP1 Series | Elite EL16KP1 SERIES,EL16KP1-030-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/el16kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,ELITE EL16KP1 Series | Elite EL16KP1 SERIES,EL16KP1-036-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/el16kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,ELITE EL16KP1 Series | Elite EL16KP1 SERIES,EL16KP1-042-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/el16kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Elite EL16KP1 SERIES,EL16KP1-024-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/el16kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Elite EL16KP1 SERIES,EL16KP1-030-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/el16kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Elite EL16KP1 SERIES,EL16KP1-036-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/el16kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Elite EL19KPV SERIES,EL19KPV-024-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/energy-efficient-heat-pump-el19kpv,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Elite EL19KPV SERIES,EL19KPV-036-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/energy-efficient-heat-pump-el19kpv,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Elite EL19KPV SERIES,EL19KPV-048-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/energy-efficient-heat-pump-el19kpv,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Elite EL21KLV SERIES,EL21KLV-036-230A**,central,https://www.lennox.com/dA/2dc8e19589/ehb_el21klv_2606.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Elite EL21KLV SERIES,EL21KLV-048-230A**,central,https://www.lennox.com/dA/2dc8e19589/ehb_el21klv_2606.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,High-Wall - Premium (CAC),MMLD036S6S-1P,ductless,https://www.lennox.com/dA/2d38d38e7c/ehb_mmld_single_outdoor_2503.pdf,Fiche technique PDF fabricant,Série MMLD,Élevée,Document officiel trouvé et examiné,Référence Lennox légitime; plateforme/documentation apparentée à Samsung.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Lennox,MERIT ML14KP1 Series | Merit ML14KP1 SERIES,ML14KP1-024-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml14kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,MERIT ML14KP1 Series | Merit ML14KP1 SERIES,ML14KP1-030-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml14kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,MERIT ML14KP1 Series | Merit ML14KP1 SERIES,ML14KP1-036-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml14kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,MERIT ML14KP1 Series | Merit ML14KP1 SERIES,ML14KP1-042-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml14kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Merit ML14KP1 SERIES,ML14KP1-024-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml14kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Merit ML14KP1 SERIES,ML14KP1-030-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml14kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Merit ML14KP1 SERIES,ML14KP1-036-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml14kp1,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Merit ML15KSPV SERIES,ML15KSPV-018-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml15kspv,Page fabricant avec brochure,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Merit ML15KSPV SERIES,ML15KSPV-024-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml15kspv,Page fabricant avec brochure,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Merit ML15KSPV SERIES,ML15KSPV-030-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml15kspv,Page fabricant avec brochure,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Merit ML16KP2 SERIES,ML16KP2-024-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml16kp2,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Merit ML16KP2 SERIES,ML16KP2-036-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml16kp2,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Merit ML16KP2 SERIES,ML16KP2-048-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml16kp2,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,Merit ML16KP2 SERIES,ML16KP2-060-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml16kp2,Page fabricant,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,ML15KSPV Series,ML15KSPV-018-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml15kspv,Page fabricant avec brochure,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,ML15KSPV Series,ML15KSPV-024-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml15kspv,Page fabricant avec brochure,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,ML15KSPV Series,ML15KSPV-030-230A**,central,https://www.lennox.com/residential/products/heating-cooling/heat-pumps/ml15kspv,Page fabricant avec brochure,Série,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Lennox,WindFree™ High-Wall - Premium (CAC),MMLD018S6S-1P,ductless,https://www.lennox.com/dA/2d38d38e7c/ehb_mmld_single_outdoor_2503.pdf,Fiche technique PDF fabricant,Série MMLD,Élevée,Document officiel trouvé et examiné,Référence Lennox légitime; plateforme/documentation apparentée à Samsung.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
